#: table_doi: 10.17182/hepdata.90834.v1/t7
#: name: Figure 13 (T2qq)
#: description: Exclusion limits at 95% CL for light-flavor squark pair production, where the squarks decay to $q\tilde{\chi}_1^0$. Signal cross sections are calculated at approximately NNLO+NNLL order in $\alpha_S$, assuming unity branching fraction for the given decay and 1-fold degeneracy in the light-flavor squarks (corresponding to the inner set of curves in the limit plot). To get the theory cross section for other N-fold degeneracy assumptions (e.g. 8-fold for the outer curves in the limit plot), just multiply by N.

#: data_file: mt2_limits_T2qq.yaml
#: keyword reactions: P P --> SQUARK SQUARK | P P --> SQUARK SQUARK X | SQUARK --> QUARK NEUTRALINO
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | Squark | Cross Section
#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Theory $\sigma$ [PB],error +,error -
1100,250,0.00193
1100,275,0.00199
1100,300,0.00206
1100,325,0.00217
1100,350,0.00228
1100,375,0.0024
1100,400,0.00253
1100,425,0.00299
1100,450,0.00349
1100,475,0.00414
1100,500,0.00475
1100,525,0.00541
1100,550,0.00614
1100,575,0.00678
1100,600,0.00757
1100,625,0.00882
1100,650,0.0104
1100,675,0.0127
1100,700,0.0142
1100,725,0.0144
1100,750,0.016
1100,775,0.0186
1100,800,0.0214
1100,825,0.0362
1100,850,0.0494
1100,875,0.0465
1100,900,0.0451
1100,925,0.0732
1100,950,0.0918
1100,975,0.082
1100,1000,0.0771
1100,1025,0.0656
1100,1050,0.0666
1100,1075,0.123
1125,0,0.00183
1125,25,0.00185
1125,50,0.00186
1125,75,0.0019
1125,100,0.00192
1125,125,0.00188
1125,150,0.00185
1125,175,0.00182
1125,200,0.0018
1125,225,0.00183
1125,250,0.00186
1125,275,0.0019
1125,300,0.00196
1125,325,0.00206
1125,350,0.00217
1125,375,0.00226
1125,400,0.00238
1125,425,0.00257
1125,450,0.00299
1125,475,0.00347
1125,500,0.00392
1125,525,0.00449
1125,550,0.00513
1125,575,0.0059
1125,600,0.00657
1125,625,0.0077
1125,650,0.00911
1125,675,0.0104
1125,700,0.0109
1125,725,0.0124
1125,750,0.015
1125,775,0.0168
1125,800,0.0187
1125,825,0.0222
1125,850,0.0332
1125,875,0.04
1125,900,0.0389
1125,925,0.0416
1125,950,0.0573
1125,975,0.058
1125,1000,0.0628
1125,1025,0.0612
1125,1050,0.0702
1125,1075,0.0865
1125,1100,0.238
1150,0,0.00259
1150,25,0.00342
1150,50,0.00344
1150,75,0.00346
1150,100,0.00346
1150,125,0.00343
1150,150,0.00341
1150,175,0.00338
1150,200,0.00174
1150,225,0.00177
1150,250,0.00179
1150,275,0.00182
1150,300,0.00185
1150,325,0.00194
1150,350,0.00202
1150,375,0.00211
1150,400,0.00221
1150,425,0.00237
1150,450,0.00254
1150,475,0.00289
1150,500,0.00328
1150,525,0.00378
1150,550,0.00424
1150,575,0.00489
1150,600,0.00564
1150,625,0.00666
1150,650,0.00773
1150,675,0.00824
1150,700,0.00921
1150,725,0.0116
1150,750,0.0134
1150,775,0.0146
1150,800,0.016
1150,825,0.0189
1150,850,0.0226
1150,875,0.0283
1150,900,0.0335
1150,925,0.0358
1150,950,0.0405
1150,975,0.0486
1150,1000,0.0579
1150,1025,0.0634
1150,1050,0.0717
1150,1075,0.0856
1150,1100,0.0887
1150,1125,0.093
1175,0,0.00238
1175,25,0.00516
1175,50,0.00793
1175,75,0.00864
1175,100,0.00864
1175,125,0.00862
1175,150,0.00653
1175,175,0.00375
1175,200,0.00167
1175,225,0.00169
1175,250,0.00171
1175,275,0.00173
1175,300,0.00176
1175,325,0.00182
1175,350,0.00188
1175,375,0.00195
1175,400,0.00204
1175,425,0.00218
1175,450,0.00234
1175,475,0.0025
1175,500,0.00283
1175,525,0.00316
1175,550,0.00345
1175,575,0.00393
1175,600,0.00456
1175,625,0.00537
1175,650,0.00621
1175,675,0.00733
1175,700,0.00816
1175,725,0.0099
1175,750,0.0113
1175,775,0.0131
1175,800,0.0151
1175,825,0.0154
1175,850,0.0185
1175,875,0.0239
1175,900,0.0289
1175,925,0.0323
1175,950,0.0377
1175,975,0.0476
1175,1000,0.0586
1175,1025,0.0646
1175,1050,0.0731
1175,1075,0.0747
1175,1100,0.0672
1175,1125,0.081
1175,1150,0.0823
1200,0,0.00217
1200,25,0.00452
1200,50,0.00687
1200,75,0.00922
1200,100,0.00984
1200,125,0.00808
1200,150,0.00573
1200,175,0.00337
1200,200,0.0016
1200,225,0.0016
1200,250,0.00162
1200,275,0.00164
1200,300,0.00166
1200,325,0.00171
1200,350,0.00176
1200,375,0.00181
1200,400,0.00192
1200,425,0.00205
1200,450,0.00219
1200,475,0.00232
1200,500,0.00248
1200,525,0.00268
1200,550,0.00282
1200,575,0.00322
1200,600,0.00374
1200,625,0.00437
1200,650,0.00501
1200,675,0.00596
1200,700,0.00705
1200,725,0.00832
1200,750,0.00984
1200,775,0.0121
1200,800,0.0137
1200,825,0.0139
1200,850,0.0148
1200,875,0.0199
1200,900,0.0248
1200,925,0.0289
1200,950,0.0349
1200,975,0.046
1200,1000,0.054
1200,1025,0.0602
1200,1050,0.0631
1200,1075,0.0558
1200,1100,0.0561
1200,1125,0.07
1200,1150,0.0811
1200,1175,0.0788
1225,0,0.00197
1225,25,0.00397
1225,50,0.00449
1225,75,0.00452
1225,100,0.00455
1225,125,0.00458
1225,150,0.00461
1225,175,0.00311
1225,200,0.00161
1225,225,0.00158
1225,250,0.00156
1225,275,0.00157
1225,300,0.00159
1225,325,0.00163
1225,350,0.00172
1225,375,0.00182
1225,400,0.00192
1225,425,0.00203
1225,450,0.00216
1225,475,0.00229
1225,500,0.00242
1225,525,0.00254
1225,550,0.00262
1225,575,0.00269
1225,600,0.00313
1225,625,0.00386
1225,650,0.0044
1225,675,0.00494
1225,700,0.00587
1225,725,0.00717
1225,750,0.00846
1225,775,0.0101
1225,800,0.0111
1225,825,0.0123
1225,850,0.0141
1225,875,0.0148
1225,900,0.0189
1225,925,0.0228
1225,950,0.0283
1225,975,0.0351
1225,1000,0.0392
1225,1025,0.0434
1225,1050,0.0458
1225,1075,0.0433
1225,1100,0.0472
1225,1125,0.0631
1225,1150,0.0766
1225,1175,0.0738
1225,1200,0.0834
1250,0,0.00137
1250,25,0.00139
1250,50,0.00142
1250,75,0.00144
1250,100,0.00147
1250,125,0.0015
1250,150,0.00152
1250,175,0.00155
1250,200,0.00158
1250,225,0.00157
1250,250,0.00155
1250,275,0.00153
1250,300,0.00153
1250,325,0.00161
1250,350,0.0017
1250,375,0.00178
1250,400,0.00185
1250,425,0.00193
1250,450,0.00204
1250,475,0.00215
1250,500,0.00225
1250,525,0.00231
1250,550,0.00238
1250,575,0.00244
1250,600,0.00259
1250,625,0.00321
1250,650,0.00385
1250,675,0.0043
1250,700,0.0048
1250,725,0.0059
1250,750,0.00716
1250,775,0.00827
1250,800,0.00956
1250,825,0.0114
1250,850,0.0125
1250,875,0.0131
1250,900,0.0148
1250,925,0.0183
1250,950,0.0217
1250,975,0.0252
1250,1000,0.028
1250,1025,0.0315
1250,1050,0.0343
1250,1075,0.0353
1250,1100,0.0424
1250,1125,0.0592
1250,1150,0.0709
1250,1175,0.0688
1250,1200,0.075
1275,0,0.00131
1275,25,0.00133
1275,50,0.00135
1275,75,0.00137
1275,100,0.0014
1275,125,0.00143
1275,150,0.00147
1275,175,0.00149
1275,200,0.00152
1275,225,0.00155
1275,250,0.00159
1275,275,0.00158
1275,300,0.00158
1275,325,0.00163
1275,350,0.00167
1275,375,0.00174
1275,400,0.0018
1275,425,0.0018
1275,450,0.00181
1275,475,0.00189
1275,500,0.00197
1275,525,0.00205
1275,550,0.00212
1275,575,0.00218
1275,600,0.00231
1275,625,0.00269
1275,650,0.00324
1275,675,0.00382
1275,700,0.00425
1275,725,0.0048
1275,750,0.00588
1275,775,0.00739
1275,800,0.00849
1275,825,0.00943
1275,850,0.00983
1275,875,0.0108
1275,900,0.0126
1275,925,0.0154
1275,950,0.018
1275,975,0.0204
1275,1000,0.022
1275,1025,0.0237
1275,1050,0.0261
1275,1075,0.0305
1275,1100,0.0401
1275,1125,0.0538
1275,1150,0.063
1275,1175,0.0685
1275,1200,0.0809
1300,0,0.00126
1300,25,0.00128
1300,50,0.0013
1300,75,0.00131
1300,100,0.00131
1300,125,0.00134
1300,150,0.00137
1300,175,0.0014
1300,200,0.00144
1300,225,0.00147
1300,250,0.0015
1300,275,0.00153
1300,300,0.00157
1300,325,0.00161
1300,350,0.00165
1300,375,0.00169
1300,400,0.00174
1300,425,0.00176
1300,450,0.00177
1300,475,0.00178
1300,500,0.00178
1300,525,0.00182
1300,550,0.00188
1300,575,0.00195
1300,600,0.00207
1300,625,0.00239
1300,650,0.0027
1300,675,0.0032
1300,700,0.00365
1300,725,0.00411
1300,750,0.00486
1300,775,0.00614
1300,800,0.00701
1300,825,0.00731
1300,850,0.008
1300,875,0.0092
1300,900,0.0107
1300,925,0.0128
1300,950,0.0145
1300,975,0.0159
1300,1000,0.0188
1300,1025,0.0202
1300,1050,0.022
1300,1075,0.0288
1300,1100,0.0367
1300,1125,0.0477
1300,1150,0.0568
1300,1175,0.0675
1300,1200,0.0784
1325,0,0.00129
1325,25,0.0013
1325,50,0.00129
1325,75,0.00127
1325,100,0.00126
1325,125,0.00128
1325,150,0.00131
1325,175,0.00135
1325,200,0.00138
1325,225,0.00141
1325,250,0.00145
1325,275,0.00147
1325,300,0.0015
1325,325,0.00155
1325,350,0.0016
1325,375,0.00163
1325,400,0.00167
1325,425,0.00175
1325,450,0.00183
1325,475,0.00185
1325,500,0.00185
1325,525,0.00182
1325,550,0.0018
1325,575,0.00183
1325,600,0.00194
1325,625,0.00211
1325,650,0.00226
1325,675,0.00262
1325,700,0.00295
1325,725,0.00348
1325,750,0.00424
1325,775,0.00507
1325,800,0.00554
1325,825,0.00609
1325,850,0.00697
1325,875,0.00818
1325,900,0.00967
1325,925,0.0109
1325,950,0.0118
1325,975,0.0155
1325,1000,0.0205
1325,1025,0.0203
1325,1050,0.0205
1325,1075,0.0263
1325,1100,0.0332
1325,1125,0.0395
1325,1150,0.0442
1325,1175,0.0613
1325,1200,0.0786
1350,0,0.00126
1350,25,0.00125
1350,50,0.00123
1350,75,0.00121
1350,100,0.0012
1350,125,0.00123
1350,150,0.00126
1350,175,0.00129
1350,200,0.00131
1350,225,0.00134
1350,250,0.00137
1350,275,0.0014
1350,300,0.00143
1350,325,0.00147
1350,350,0.00151
1350,375,0.00154
1350,400,0.00159
1350,425,0.00166
1350,450,0.00173
1350,475,0.00179
1350,500,0.00183
1350,525,0.00181
1350,550,0.00179
1350,575,0.00177
1350,600,0.00177
1350,625,0.00182
1350,650,0.00193
1350,675,0.00219
1350,700,0.00252
1350,725,0.00308
1350,750,0.00355
1350,775,0.00402
1350,800,0.00449
1350,825,0.00521
1350,850,0.00608
1350,875,0.00727
1350,900,0.00862
1350,925,0.00926
1350,950,0.0111
1350,975,0.0164
1350,1000,0.0189
1350,1025,0.0175
1350,1050,0.0177
1350,1075,0.0229
1350,1100,0.0274
1350,1125,0.0301
1350,1150,0.0414
1350,1175,0.0628
1350,1200,0.072
1375,0,0.00117
1375,25,0.00118
1375,50,0.0012
1375,75,0.00119
1375,100,0.00118
1375,125,0.0012
1375,150,0.00123
1375,175,0.00125
1375,200,0.00127
1375,225,0.00129
1375,250,0.0013
1375,275,0.00132
1375,300,0.00135
1375,325,0.00138
1375,350,0.00141
1375,375,0.00143
1375,400,0.00147
1375,425,0.00154
1375,450,0.00162
1375,475,0.00168
1375,500,0.00172
1375,525,0.0017
1375,550,0.00169
1375,575,0.00167
1375,600,0.00167
1375,625,0.00176
1375,650,0.0019
1375,675,0.00204
1375,700,0.00233
1375,725,0.00269
1375,750,0.00297
1375,775,0.00327
1375,800,0.00356
1375,825,0.00424
1375,850,0.00506
1375,875,0.0061
1375,900,0.00728
1375,925,0.00878
1375,950,0.0103
1375,975,0.013
1375,1000,0.0134
1375,1025,0.0139
1375,1050,0.0157
1375,1075,0.0167
1375,1100,0.0206
1375,1125,0.0295
1375,1150,0.0456
1375,1175,0.0547
1375,1200,0.0533
1400,0,0.0011
1400,25,0.0011
1400,50,0.00111
1400,75,0.00112
1400,100,0.00113
1400,125,0.00114
1400,150,0.00116
1400,175,0.00118
1400,200,0.00121
1400,225,0.00122
1400,250,0.00123
1400,275,0.00125
1400,300,0.00126
1400,325,0.00128
1400,350,0.0013
1400,375,0.00132
1400,400,0.00137
1400,425,0.00143
1400,450,0.0015
1400,475,0.00156
1400,500,0.00162
1400,525,0.00162
1400,550,0.00161
1400,575,0.0016
1400,600,0.00162
1400,625,0.00174
1400,650,0.00186
1400,675,0.00198
1400,700,0.00208
1400,725,0.00229
1400,750,0.00248
1400,775,0.00264
1400,800,0.00285
1400,825,0.00349
1400,850,0.0042
1400,875,0.00512
1400,900,0.00616
1400,925,0.00745
1400,950,0.00859
1400,975,0.00931
1400,1000,0.0105
1400,1025,0.0124
1400,1050,0.0138
1400,1075,0.0146
1400,1100,0.0186
1400,1125,0.0318
1400,1150,0.0396
1400,1175,0.0394
1400,1200,0.041
1425,0,0.00105
1425,25,0.00105
1425,50,0.00105
1425,75,0.00105
1425,100,0.00106
1425,125,0.00104
1425,150,0.00103
1425,175,0.00104
1425,200,0.00107
1425,225,0.0011
1425,250,0.00114
1425,275,0.00116
1425,300,0.00117
1425,325,0.00119
1425,350,0.00123
1425,375,0.00128
1425,400,0.00133
1425,425,0.00138
1425,450,0.00143
1425,475,0.00148
1425,500,0.00153
1425,525,0.00156
1425,550,0.00159
1425,575,0.00159
1425,600,0.00161
1425,625,0.00171
1425,650,0.00178
1425,675,0.00183
1425,700,0.0019
1425,725,0.00204
1425,750,0.00221
1425,775,0.00235
1425,800,0.00252
1425,825,0.00283
1425,850,0.00344
1425,875,0.00428
1425,900,0.00523
1425,925,0.00633
1425,950,0.0073
1425,975,0.0082
1425,1000,0.0095
1425,1025,0.0109
1425,1050,0.0119
1425,1075,0.0124
1425,1100,0.0158
1425,1125,0.0235
1425,1150,0.0267
1425,1175,0.0285
1425,1200,0.0317
1450,0,0.00101
1450,25,0.000998
1450,50,0.000995
1450,75,0.000992
1450,100,0.000987
1450,125,0.000978
1450,150,0.000968
1450,175,0.000959
1450,200,0.000972
1450,225,0.000999
1450,250,0.00103
1450,275,0.00107
1450,300,0.0011
1450,325,0.00114
1450,350,0.00119
1450,375,0.00123
1450,400,0.00126
1450,425,0.0013
1450,450,0.00135
1450,475,0.00139
1450,500,0.00145
1450,525,0.00148
1450,550,0.00151
1450,575,0.00153
1450,600,0.00156
1450,625,0.0016
1450,650,0.00165
1450,675,0.00169
1450,700,0.00177
1450,725,0.00189
1450,750,0.00197
1450,775,0.00208
1450,800,0.00223
1450,825,0.0025
1450,850,0.00291
1450,875,0.00368
1450,900,0.0044
1450,925,0.00534
1450,950,0.00617
1450,975,0.00719
1450,1000,0.00821
1450,1025,0.00925
1450,1050,0.011
1450,1075,0.0114
1450,1100,0.0126
1450,1125,0.0162
1450,1150,0.0188
1450,1175,0.0219
1450,1200,0.0257
1475,0,0.000999
1475,25,0.000972
1475,50,0.000945
1475,75,0.000937
1475,100,0.000933
1475,125,0.000925
1475,150,0.000939
1475,175,0.000961
1475,200,0.00098
1475,225,0.000988
1475,250,0.000997
1475,275,0.00102
1475,300,0.00105
1475,325,0.00109
1475,350,0.00111
1475,375,0.00112
1475,400,0.00114
1475,425,0.00117
1475,450,0.00123
1475,475,0.00128
1475,500,0.00134
1475,525,0.00139
1475,550,0.00144
1475,575,0.00147
1475,600,0.0015
1475,625,0.00153
1475,650,0.00159
1475,675,0.00166
1475,700,0.00173
1475,725,0.0018
1475,750,0.00182
1475,775,0.00185
1475,800,0.00198
1475,825,0.00225
1475,850,0.00265
1475,875,0.00315
1475,900,0.00361
1475,925,0.0042
1475,950,0.00471
1475,975,0.00558
1475,1000,0.00646
1475,1025,0.00789
1475,1050,0.00991
1475,1075,0.0121
1475,1100,0.0132
1475,1125,0.0146
1475,1150,0.0151
1475,1175,0.0178
1475,1200,0.0211
1500,0,0.000967
1500,25,0.000951
1500,50,0.000928
1500,75,0.000904
1500,100,0.000892
1500,125,0.000911
1500,150,0.00093
1500,175,0.000949
1500,200,0.000964
1500,225,0.000976
1500,250,0.000983
1500,275,0.00099
1500,300,0.000999
1500,325,0.00101
1500,350,0.00102
1500,375,0.00103
1500,400,0.00105
1500,425,0.0011
1500,450,0.00115
1500,475,0.0012
1500,500,0.00125
1500,525,0.00129
1500,550,0.00133
1500,575,0.00138
1500,600,0.00142
1500,625,0.00148
1500,650,0.00154
1500,675,0.0016
1500,700,0.00167
1500,725,0.00169
1500,750,0.00171
1500,775,0.00173
1500,800,0.00181
1500,825,0.00208
1500,850,0.00227
1500,875,0.00257
1500,900,0.00287
1500,925,0.00321
1500,950,0.00367
1500,975,0.00442
1500,1000,0.00536
1500,1025,0.00706
1500,1050,0.00862
1500,1075,0.0105
1500,1100,0.0119
1500,1125,0.0116
1500,1150,0.0126
1500,1175,0.015
1500,1200,0.0173
1525,0,0.000882
1525,25,0.000886
1525,50,0.000891
1525,75,0.000877
1525,100,0.000866
1525,125,0.000883
1525,150,0.000891
1525,175,0.000896
1525,200,0.000906
1525,225,0.000929
1525,250,0.000953
1525,275,0.000963
1525,300,0.000971
1525,325,0.000982
1525,350,0.000994
1525,375,0.001
1525,400,0.00102
1525,425,0.00106
1525,450,0.00113
1525,475,0.0012
1525,500,0.00126
1525,525,0.00126
1525,550,0.00126
1525,575,0.00129
1525,600,0.00133
1525,625,0.00138
1525,650,0.00147
1525,675,0.00157
1525,700,0.00164
1525,725,0.00166
1525,750,0.00167
1525,775,0.00168
1525,800,0.00175
1525,825,0.00188
1525,850,0.00195
1525,875,0.00211
1525,900,0.00238
1525,925,0.00272
1525,950,0.00318
1525,975,0.00375
1525,1000,0.00449
1525,1025,0.00582
1525,1050,0.00703
1525,1075,0.00828
1525,1100,0.00945
1525,1125,0.0101
1525,1150,0.0117
1525,1175,0.013
1525,1200,0.0142
1550,0,0.000809
1550,25,0.000811
1550,50,0.000815
1550,75,0.000819
1550,100,0.000827
1550,125,0.000835
1550,150,0.00084
1550,175,0.000844
1550,200,0.000854
1550,225,0.000875
1550,250,0.000895
1550,275,0.000915
1550,300,0.000932
1550,325,0.00094
1550,350,0.00095
1550,375,0.00096
1550,400,0.000976
1550,425,0.00103
1550,450,0.0011
1550,475,0.00116
1550,500,0.00122
1550,525,0.00123
1550,550,0.00123
1550,575,0.00123
1550,600,0.00125
1550,625,0.00133
1550,650,0.00142
1550,675,0.0015
1550,700,0.00156
1550,725,0.00157
1550,750,0.00157
1550,775,0.00158
1550,800,0.00162
1550,825,0.00166
1550,850,0.00172
1550,875,0.00186
1550,900,0.00205
1550,925,0.0024
1550,950,0.00273
1550,975,0.00316
1550,1000,0.0037
1550,1025,0.00474
1550,1050,0.00568
1550,1075,0.00676
1550,1100,0.00784
1550,1125,0.00912
1550,1150,0.0103
1550,1175,0.0107
1550,1200,0.0121
1575,0,0.000769
1575,25,0.000766
1575,50,0.000763
1575,75,0.000764
1575,100,0.000771
1575,125,0.000787
1575,150,0.000803
1575,175,0.00081
1575,200,0.000818
1575,225,0.00084
1575,250,0.000862
1575,275,0.000881
1575,300,0.000895
1575,325,0.000898
1575,350,0.000902
1575,375,0.000909
1575,400,0.000922
1575,425,0.00095
1575,450,0.000978
1575,475,0.00103
1575,500,0.00108
1575,525,0.0011
1575,550,0.00113
1575,575,0.00114
1575,600,0.00116
1575,625,0.00123
1575,650,0.00129
1575,675,0.00135
1575,700,0.0014
1575,725,0.0014
1575,750,0.00144
1575,775,0.0015
1575,800,0.00154
1575,825,0.0016
1575,850,0.00168
1575,875,0.00176
1575,900,0.00192
1575,925,0.00216
1575,950,0.00238
1575,975,0.0027
1575,1000,0.00312
1575,1025,0.00384
1575,1050,0.00449
1575,1075,0.00533
1575,1100,0.00617
1575,1125,0.00754
1575,1150,0.00885
1575,1175,0.00968
1575,1200,0.0114
1600,0,0.000732
1600,25,0.000732
1600,50,0.00073
1600,75,0.000727
1600,100,0.000725
1600,125,0.000735
1600,150,0.000749
1600,175,0.000763
1600,200,0.000776
1600,225,0.000794
1600,250,0.000812
1600,275,0.000831
1600,300,0.000849
1600,325,0.000855
1600,350,0.000858
1600,375,0.000861
1600,400,0.00087
1600,425,0.000895
1600,450,0.000919
1600,475,0.000943
1600,500,0.000976
1600,525,0.00101
1600,550,0.00103
1600,575,0.00106
1600,600,0.00109
1600,625,0.00114
1600,650,0.00119
1600,675,0.00124
1600,700,0.00128
1600,725,0.00133
1600,750,0.00137
1600,775,0.00141
1600,800,0.00149
1600,825,0.00156
1600,850,0.00163
1600,875,0.00169
1600,900,0.00178
1600,925,0.00194
1600,950,0.00208
1600,975,0.0023
1600,1000,0.00255
1600,1025,0.00303
1600,1050,0.00355
1600,1075,0.0042
1600,1100,0.00504
1600,1125,0.00645
1600,1150,0.00769
1600,1175,0.00884
1600,1200,0.0101
1625,0,0.000705
1625,25,0.000712
1625,50,0.00072
1625,75,0.00072
1625,100,0.000718
1625,125,0.000718
1625,150,0.000717
1625,175,0.000726
1625,200,0.000738
1625,225,0.000749
1625,250,0.00076
1625,275,0.000775
1625,300,0.00079
1625,325,0.000802
1625,350,0.000814
1625,375,0.000819
1625,400,0.000827
1625,425,0.00085
1625,450,0.000874
1625,475,0.000896
1625,500,0.000925
1625,525,0.000978
1625,550,0.00103
1625,575,0.00106
1625,600,0.00109
1625,625,0.00113
1625,650,0.00116
1625,675,0.0012
1625,700,0.00123
1625,725,0.00127
1625,750,0.00135
1625,775,0.00145
1625,800,0.00153
1625,825,0.00157
1625,850,0.00161
1625,875,0.00166
1625,900,0.00174
1625,925,0.00183
1625,950,0.00191
1625,975,0.0021
1625,1000,0.00231
1625,1025,0.00261
1625,1050,0.00306
1625,1075,0.00363
1625,1100,0.00437
1625,1125,0.0054
1625,1150,0.00628
1625,1175,0.00759
1625,1200,0.00902
1650,0,0.000669
1650,25,0.000676
1650,50,0.000682
1650,75,0.000689
1650,100,0.000687
1650,125,0.000686
1650,150,0.000686
1650,175,0.000685
1650,200,0.00071
1650,225,0.000719
1650,250,0.000729
1650,275,0.000738
1650,300,0.000738
1650,325,0.000748
1650,350,0.000758
1650,375,0.000768
1650,400,0.000782
1650,425,0.000803
1650,450,0.000823
1650,475,0.000844
1650,500,0.000867
1650,525,0.000913
1650,550,0.000958
1650,575,0.001
1650,600,0.00104
1650,625,0.00106
1650,650,0.00109
1650,675,0.00112
1650,700,0.00118
1650,725,0.00126
1650,750,0.00135
1650,775,0.00143
1650,800,0.0015
1650,825,0.00154
1650,850,0.00157
1650,875,0.0016
1650,900,0.00164
1650,925,0.00168
1650,950,0.00175
1650,975,0.00191
1650,1000,0.00209
1650,1025,0.00235
1650,1050,0.00263
1650,1075,0.00313
1650,1100,0.00362
1650,1125,0.00435
1650,1150,0.0052
1650,1175,0.00661
1650,1200,0.00801
1675,0,0.00064
1675,25,0.000646
1675,50,0.000643
1675,75,0.000636
1675,100,0.000631
1675,125,0.000631
1675,150,0.00066
1675,175,0.000698
1675,200,0.000729
1675,225,0.000737
1675,250,0.000732
1675,275,0.000722
1675,300,0.000717
1675,325,0.000726
1675,350,0.000736
1675,375,0.000748
1675,400,0.00076
1675,425,0.000778
1675,450,0.000791
1675,475,0.000803
1675,500,0.000821
1675,525,0.000861
1675,550,0.00089
1675,575,0.000915
1675,600,0.00094
1675,625,0.000963
1675,650,0.00101
1675,675,0.00107
1675,700,0.00113
1675,725,0.0012
1675,750,0.00128
1675,775,0.00135
1675,800,0.00141
1675,825,0.00144
1675,850,0.00148
1675,875,0.00152
1675,900,0.00157
1675,925,0.00162
1675,950,0.00171
1675,975,0.00179
1675,1000,0.00195
1675,1025,0.00212
1675,1050,0.00232
1675,1075,0.00264
1675,1100,0.00297
1675,1125,0.00352
1675,1150,0.00418
1675,1175,0.00536
1675,1200,0.00653
1700,0,0.000602
1700,25,0.000597
1700,50,0.000591
1700,75,0.000586
1700,100,0.00059
1700,125,0.000617
1700,150,0.00065
1700,175,0.000683
1700,200,0.000708
1700,225,0.000701
1700,250,0.000693
1700,275,0.000684
1700,300,0.00068
1700,325,0.00069
1700,350,0.000699
1700,375,0.000709
1700,400,0.000726
1700,425,0.000737
1700,450,0.000747
1700,475,0.000757
1700,500,0.000772
1700,525,0.000796
1700,550,0.000818
1700,575,0.00084
1700,600,0.000869
1700,625,0.000919
1700,650,0.000969
1700,675,0.00102
1700,700,0.00107
1700,725,0.00113
1700,750,0.00119
1700,775,0.00125
1700,800,0.00133
1700,825,0.00138
1700,850,0.00142
1700,875,0.00146
1700,900,0.0015
1700,925,0.00158
1700,950,0.00165
1700,975,0.00172
1700,1000,0.00178
1700,1025,0.00188
1700,1050,0.00201
1700,1075,0.0022
1700,1100,0.00244
1700,1125,0.00285
1700,1150,0.00337
1700,1175,0.00434
1700,1200,0.00531
1725,0,0.000564
1725,25,0.000559
1725,50,0.000562
1725,75,0.000568
1725,100,0.000574
1725,125,0.000581
1725,150,0.000588
1725,175,0.000612
1725,200,0.000633
1725,225,0.000631
1725,250,0.00063
1725,275,0.000624
1725,300,0.000621
1725,325,0.000629
1725,350,0.000645
1725,375,0.000664
1725,400,0.000681
1725,425,0.000694
1725,450,0.000707
1725,475,0.000717
1725,500,0.00073
1725,525,0.000757
1725,550,0.000783
1725,575,0.000804
1725,600,0.00083
1725,625,0.000873
1725,650,0.000912
1725,675,0.000951
1725,700,0.00099
1725,725,0.00103
1725,750,0.00108
1725,775,0.00113
1725,800,0.00119
1725,825,0.00128
1725,850,0.00138
1725,875,0.00142
1725,900,0.00146
1725,925,0.00153
1725,950,0.00158
1725,975,0.00164
1725,1000,0.00169
1725,1025,0.00172
1725,1050,0.00183
1725,1075,0.00199
1725,1100,0.00219
1725,1125,0.00248
1725,1150,0.00285
1725,1175,0.00354
1725,1200,0.00423
1750,0,0.000535
1750,25,0.00054
1750,50,0.000545
1750,75,0.00055
1750,100,0.000551
1750,125,0.000556
1750,150,0.000562
1750,175,0.000568
1750,200,0.000572
1750,225,0.000571
1750,250,0.000569
1750,275,0.000568
1750,300,0.000579
1750,325,0.000595
1750,350,0.000612
1750,375,0.000628
1750,400,0.00065
1750,425,0.000659
1750,450,0.00067
1750,475,0.000681
1750,500,0.000696
1750,525,0.000719
1750,550,0.000742
1750,575,0.000765
1750,600,0.000792
1750,625,0.000825
1750,650,0.000859
1750,675,0.000892
1750,700,0.000929
1750,725,0.000976
1750,750,0.00101
1750,775,0.00105
1750,800,0.0011
1750,825,0.00118
1750,850,0.00126
1750,875,0.00134
1750,900,0.00139
1750,925,0.00144
1750,950,0.00149
1750,975,0.00153
1750,1000,0.0016
1750,1025,0.00163
1750,1050,0.00168
1750,1075,0.00181
1750,1100,0.00196
1750,1125,0.00215
1750,1150,0.00239
1750,1175,0.00285
1750,1200,0.00329
1775,0,0.000522
1775,25,0.000526
1775,50,0.000526
1775,75,0.000524
1775,100,0.000523
1775,125,0.000524
1775,150,0.000526
1775,175,0.00053
1775,200,0.000534
1775,225,0.000533
1775,250,0.000542
1775,275,0.000555
1775,300,0.000568
1775,325,0.000582
1775,350,0.000608
1775,375,0.000638
1775,400,0.000661
1775,425,0.000663
1775,450,0.000666
1775,475,0.000674
1775,500,0.000686
1775,525,0.000707
1775,550,0.000728
1775,575,0.000749
1775,600,0.000772
1775,625,0.000801
1775,650,0.000822
1775,675,0.00084
1775,700,0.00087
1775,725,0.000935
1775,750,0.000999
1775,775,0.00104
1775,800,0.00108
